representative,ticker,transaction_date,transaction_type,range,price_change
C. Scott Franklin,JPM,2024-08-06,Sale,"$15,001 - $50,000",20.6099630627932
C. Scott Franklin,FQAL,2024-08-06,Sale,"$15,001 - $50,000",8.68485767222504
Josh Gottheimer,CHUY,2024-08-06,Sale,"$1,001 - $15,000",1.32468234658014
Josh Gottheimer,AMD,2024-08-06,Sale,"$1,001 - $15,000",-18.2362882163159
C. Scott Franklin,COST,2024-08-06,Sale,"$15,001 - $50,000",11.3088825776124
C. Scott Franklin,ONEQ,2024-08-06,Sale,"$15,001 - $50,000",8.57763300760044
C. Scott Franklin,KVUE,2024-08-06,Sale,"$1,001 - $15,000",11.744966442953
Josh Gottheimer,FWRG,2024-08-06,Purchase,"$1,001 - $15,000",3.02648171500631
C. Scott Franklin,FFRHX,2024-08-06,Sale,"$1,001 - $15,000",
C. Scott Franklin,BRKB,2024-08-06,Sale,"$15,001 - $50,000",
C. Scott Franklin,LUBYX,2024-08-06,Sale,"$1,001 - $15,000",
C. Scott Franklin,IJR,2024-08-06,Sale,"$1,001 - $15,000",-3.25039023046552
C. Scott Franklin,AAPL,2024-08-06,Sale,"$15,001 - $50,000",5.32741398446172
C. Scott Franklin,IJR,2024-08-06,Sale,"$50,001 - $100,000",-3.25039023046552
C. Scott Franklin,DFS,2024-08-06,Sale,"$50,001 - $100,000",31.5797876586573
C. Scott Franklin,WMT,2024-08-06,Sale,"$15,001 - $50,000",26.9264836138176
C. Scott Franklin,MSFT,2024-08-06,Sale,"$15,001 - $50,000",-2.0895372988664
C. Scott Franklin,QQQ,2024-08-06,Sale,"$100,001 - $250,000",9.39867585830319
C. Scott Franklin,DGRO,2024-08-06,Sale,"$15,001 - $50,000",5.81355349157207
Josh Gottheimer,TNDM,2024-08-05,Purchase,"$1,001 - $15,000",-50.2574160333415
Josh Gottheimer,KO,2024-08-05,Purchase,"$1,001 - $15,000",0.837004405286355
Josh Gottheimer,SPOT,2024-08-05,Purchase,"$1,001 - $15,000",85.149523192297
Josh Gottheimer,NOW,2024-08-05,Purchase,"$1,001 - $15,000",5.94928769823493
Susan M. Collins,GL,2024-08-05,Sale (Full),"$15,001 - $50,000",43.1005302944827
Mark Dr Green,NGL,2024-08-05,Sale,"$50,001 - $100,000",13.6585365853659
C. Scott Franklin,CB,2024-08-02,Purchase,"$1,001 - $15,000",7.41191213327437
C. Scott Franklin,GD,2024-08-02,Purchase,"$1,001 - $15,000",-9.91141967919558
Josh Gottheimer,ORCL,2024-08-02,Sale,"$1,001 - $15,000",14.21818727491
C. Scott Franklin,JNJ,2024-08-02,Purchase,"$1,001 - $15,000",-0.310710369197021
Josh Gottheimer,KO,2024-08-02,Purchase,"$1,001 - $15,000",-0.951968844655988
Josh Gottheimer,MAR,2024-08-02,Sale,"$1,001 - $15,000",11.1480320119811
C. Scott Franklin,MRK,2024-08-02,Purchase,"$1,001 - $15,000",-19.1753472222222
C. Scott Franklin,PG,2024-08-02,Purchase,"$1,001 - $15,000",-1.99317968015053
C. Scott Franklin,LSYIX,2024-08-02,Purchase,"$1,001 - $15,000",
Thomas H. Kean Jr.,FTV,2024-08-02,Purchase,"$1,001 - $15,000",9.27819988310931
C. Scott Franklin,QQQM,2024-08-02,Purchase,"$1,001 - $15,000",7.22369632317106
C. Scott Franklin,MCD,2024-08-02,Purchase,"$1,001 - $15,000",10.3906899418121
C. Scott Franklin,UPS,2024-08-02,Purchase,"$1,001 - $15,000",-10.1202561299391
C. Scott Franklin,FBKWX,2024-08-02,Purchase,"$15,001 - $50,000",
C. Scott Franklin,SBUX,2024-08-02,Purchase,"$1,001 - $15,000",27.925672113864
C. Scott Franklin,PEP,2024-08-02,Purchase,"$1,001 - $15,000",-18.3048753089193
C. Scott Franklin,APD,2024-08-02,Purchase,"$1,001 - $15,000",3.51742741534747
C. Scott Franklin,ACN,2024-08-02,Purchase,"$1,001 - $15,000",-5.51756150394553
Josh Gottheimer,GS,2024-08-02,Purchase,"$1,001 - $15,000",20.0790413054564
Josh Gottheimer,BKNG,2024-08-02,Sale,"$1,001 - $15,000",38.734364342739
Josh Gottheimer,JBL,2024-08-02,Sale,"$1,001 - $15,000",45.7739409757077
Maria Elvira Salazar,AR,2024-08-02,Purchase,"$1,001 - $15,000",53.8490566037736
C. Scott Franklin,AMGN,2024-08-02,Purchase,"$1,001 - $15,000",-5.37441240755711
Virginia Foxx,T$A,2024-08-01,Purchase,"$1,001 - $15,000",
Josh Gottheimer,AMD,2024-08-01,Sale,"$1,001 - $15,000",-19.6921684019919
C. Scott Franklin,DFS,2024-08-01,Sale,"$1,001 - $15,000",21.0472203862819
C. Scott Franklin,BRKB,2024-08-01,Sale,"$1,001 - $15,000",
C. Scott Franklin,LMT,2024-08-01,Sale,"$1,001 - $15,000",-19.8884961556681
C. Scott Franklin,NEE,2024-08-01,Sale,"$1,001 - $15,000",-9.58030361015436
Josh Gottheimer,AAPL,2024-08-01,Purchase,"$1,001 - $15,000",-0.0412163399890105
C. Scott Franklin,GOOG,2024-08-01,Sale,"$1,001 - $15,000",-3.5952449985503
C. Scott Franklin,COST,2024-08-01,Sale,"$1,001 - $15,000",11.3075199843308
C. Scott Franklin,CSCO,2024-08-01,Sale,"$1,001 - $15,000",27.2420341844271
C. Scott Franklin,WMT,2024-08-01,Sale,"$1,001 - $15,000",23.1981659263505
Josh Gottheimer,SHOP,2024-08-01,Sale,"$1,001 - $15,000",79.1473268007564
C. Scott Franklin,AAPL,2024-08-01,Sale,"$1,001 - $15,000",-0.0412163399890105
Josh Gottheimer,UBER,2024-08-01,Sale,"$1,001 - $15,000",24.2871189773845
C. Scott Franklin,KVUE,2024-08-01,Sale,$447.03,25.1207729468599
C. Scott Franklin,PFE,2024-08-01,Sale,"$1,001 - $15,000",-14.257748776509
Josh Gottheimer,GS,2024-08-01,Purchase,"$1,001 - $15,000",13.0008797888507
C. Scott Franklin,JPM,2024-08-01,Sale,"$1,001 - $15,000",16.1906135795345
Josh Gottheimer,TLK,2024-07-31,Purchase,"$1,001 - $15,000",-20.347533632287
Josh Gottheimer,ABEV,2024-07-31,Purchase,"$1,001 - $15,000",14.5631067961165
Josh Gottheimer,DHI,2024-07-31,Purchase,"$1,001 - $15,000",-28.3943755905074
Josh Gottheimer,MA,2024-07-31,Purchase,"$1,001 - $15,000",15.5226326799077
Josh Gottheimer,AMD,2024-07-31,Sale,"$1,001 - $15,000",-26.328903654485
Laurel Lee,AAPL,2024-07-31,Purchase,"$15,001 - $50,000",-1.71559798270893
Rudy Yakym Iii,"4.WEEK, MATURE",2024-07-30,Purchase,"$15,001 - $50,000",
Sheldon Whitehouse,CAG,2024-07-30,Sale (Full),"$1,001 - $15,000",-15.4707044107966
John James,LRCX,2024-07-30,Sale,"$1,001 - $15,000",-11.2837189715275
Markwayne Mullin,LRN,2024-07-30,Purchase,"$1,001 - $15,000",60.3681788297173
Markwayne Mullin,LRN,2024-07-30,Purchase,"$1,001 - $15,000",60.3681788297173
Sheldon Whitehouse,CAG,2024-07-30,Sale (Full),"$1,001 - $15,000",-15.4707044107966
Jerry Moran,BRK.B,2024-07-29,Sale (Partial),"$1,001 - $15,000",19.0732586525518
Josh Gottheimer,ABT,2024-07-29,Purchase,"$1,001 - $15,000",20.5879545671471
Jerry Moran,BRK.B,2024-07-29,Sale (Partial),"$1,001 - $15,000",19.0732586525518
Josh Gottheimer,ANET,2024-07-29,Sale,"$1,001 - $15,000",3.73420683200748
Jerry Moran,BRK.B,2024-07-29,Sale (Partial),"$15,001 - $50,000",19.0732586525518
Josh Gottheimer,TSLA,2024-07-29,Sale,"$1,001 - $15,000",7.15639810426541
Jerry Moran,BRK.B,2024-07-29,Sale (Partial),"$1,001 - $15,000",19.0732586525518
Nancy Pelosi,NVDA,2024-07-26,Purchase,"$1,000,001 - $5,000,000",4.1040155669556
Nancy Pelosi,MSFT,2024-07-26,Sale,"$1,000,001 - $5,000,000",-7.99727232111364
Josh Gottheimer,SNDR,2024-07-26,Purchase,"$1,001 - $15,000",-12.2441243366187
Josh Gottheimer,MEDP,2024-07-26,Sale,"$1,001 - $15,000",-15.0051118043359
John Boozman,MSI,2024-07-26,Purchase,"$1,001 - $15,000",7.36582763963323
John Boozman,LRCX,2024-07-26,Sale (Partial),"$1,001 - $15,000",-15.2284717875346
Josh Gottheimer,MMM,2024-07-26,Purchase,"$1,001 - $15,000",18.2447310474992
John Boozman,GOOGL,2024-07-26,Purchase,"$1,001 - $15,000",-1.80239520958083
Josh Gottheimer,HTLD,2024-07-26,Sale,"$1,001 - $15,000",-29.5902883156297
Sheldon Whitehouse,DIS,2024-07-25,Sale (Full),"$1,001 - $15,000",11.4897433023204
Shelley Moore Capito,PEP,2024-07-25,Sale (Partial),"$1,001 - $15,000",-14.9514676646006
Michael C. Burgess,RY,2024-07-25,Sale,"$15,001 - $50,000",3.65909298293639
Shelley Moore Capito,LOW,2024-07-25,Sale (Partial),"$1,001 - $15,000",-3.27980576734677
John Hickenlooper,LINE,2024-07-25,Purchase,"$50,001 - $100,000",-27.7048774449121
Mark Dr Green,NGL,2024-07-24,Sale,"$15,001 - $50,000",-1.68776371308017
Katie Britt,ONEW,2024-07-24,Sale (Full),"$1,001 - $15,000",-35.6690272083489
Josh Gottheimer,TSLA,2024-07-24,Sale,"$1,001 - $15,000",15.1488494837724
Josh Gottheimer,SQ,2024-07-24,Sale,"$1,001 - $15,000",40.9171933236104
Josh Gottheimer,RHHBY,2024-07-23,Purchase,"$1,001 - $15,000",14.3979057591623
Morgan Mcgarvey,DAL,2024-07-23,Sale,"$1,001 - $15,000",7.24604448520982
Marjorie Taylor Mrs Greene,JPM,2024-07-23,Purchase,"$1,001 - $15,000",14.8813768839443
Lance Gooden,SOHO,2024-07-23,Sale,"$1,001 - $15,000",-40.3147042864894
Marjorie Taylor Mrs Greene,GLW,2024-07-23,Purchase,"$1,001 - $15,000",10.1452564684521
Marjorie Taylor Mrs Greene,DUK,2024-07-23,Purchase,"$1,001 - $15,000",11.1837191934279
Earl Leroy Carter,ABCB,2024-07-23,Sale,"$100,001 - $250,000",-5.35626535626535
Lance Gooden,MRO,2024-07-23,Sale,"$1,001 - $15,000",2.55028735632184
Jonathan Jackson,TECK,2024-07-23,Sale,"$15,001 - $50,000",-9.45414847161572
Thomas H. Kean Jr.,ABT,2024-07-23,Purchase,"$1,001 - $15,000",21.5742879137798
Marjorie Taylor Mrs Greene,UPS,2024-07-23,Purchase,"$1,001 - $15,000",-9.85275689223059
Marjorie Taylor Mrs Greene,DELL,2024-07-23,Purchase,"$1,001 - $15,000",-22.4711958680969
Marjorie Taylor Mrs Greene,AMAT,2024-07-23,Purchase,"$1,001 - $15,000",-30.7443660368768
Josh Gottheimer,ISRG,2024-07-22,Purchase,"$1,001 - $15,000",6.80300138792505
Michael C. Burgess,UPS,2024-07-22,Sale,"$1,001 - $15,000",-20.7191073150572
Josh Gottheimer,CRM,2024-07-22,Sale,"$1,001 - $15,000",10.4455289672544
Robert E. Latta,FMAO,2024-07-20,Purchase,"$1,001 - $15,000",-6.90978886756238
Josh Gottheimer,FNA,2024-07-19,Purchase,"$1,001 - $15,000",60.6172839506173
Josh Gottheimer,FLYW,2024-07-19,Purchase,"$1,001 - $15,000",-45.2446399120396
Josh Gottheimer,FCX,2024-07-19,Purchase,"$1,001 - $15,000",-12.3093681917211
Josh Gottheimer,ABEV,2024-07-19,Purchase,"$1,001 - $15,000",11.8483412322275
Josh Gottheimer,NOC,2024-07-19,Purchase,"$1,001 - $15,000",12.0518792528657
Josh Gottheimer,ATRC,2024-07-19,Purchase,"$1,001 - $15,000",38.7670666115018
Josh Gottheimer,SGIOY,2024-07-19,Purchase,"$1,001 - $15,000",7.22379603399434
Josh Gottheimer,PPBI,2024-07-19,Purchase,"$1,001 - $15,000",-20.6605504587156
Josh Gottheimer,SWTX,2024-07-19,Purchase,"$1,001 - $15,000",32.2640509013786
Earl Leroy Carter,ABCB,2024-07-19,Sale,"$100,001 - $250,000",-1.4329580348004
Josh Gottheimer,DHI,2024-07-19,Purchase,"$1,001 - $15,000",-25.8858720662678
Josh Gottheimer,AMD,2024-07-19,Purchase,"$1,001 - $15,000",-29.7796543079562
Josh Gottheimer,TLK,2024-07-19,Purchase,"$1,001 - $15,000",-28.2323232323232
Josh Gottheimer,VIAV,2024-07-19,Purchase,"$1,001 - $15,000",55.9731543624161
Josh Gottheimer,SHLS,2024-07-19,Purchase,"$1,001 - $15,000",-49.7723823975721
Josh Gottheimer,GMAB,2024-07-19,Purchase,"$1,001 - $15,000",-28.7927927927928
Earl Leroy Carter,ABCB,2024-07-19,Sale,"$100,001 - $250,000",-1.4329580348004
Josh Gottheimer,SQ,2024-07-19,Purchase,"$1,001 - $15,000",27.6945668135095
John Boozman,MDY,2024-07-18,Sale (Partial),"$1,001 - $15,000",-2.97449402936614
John James,DFS,2024-07-18,Purchase,"$1,001 - $15,000",15.3544684722514
John James,LPLA,2024-07-18,Sale,"$1,001 - $15,000",49.7807418234972
Josh Gottheimer,MA,2024-07-18,Purchase,"$1,001 - $15,000",19.3817971117846
Earl Leroy Carter,ABCB,2024-07-18,Sale,"$100,001 - $250,000",-1.91818027499575
John Boozman,VEA,2024-07-18,Purchase,"$1,001 - $15,000",2.8249703674437
Shelley Moore Capito,XOM,2024-07-17,Sale (Partial),"$1,001 - $15,000",-1.81910914654879
Gary Peters,OTIS,2024-07-17,Sale (Full),"$1,001 - $15,000",2.30465986050742
Shelley Moore Capito,MSFT,2024-07-17,Sale (Partial),"$1,001 - $15,000",-11.7830086580087
Shelley Moore Capito,C,2024-07-17,Sale (Partial),"$1,001 - $15,000",6.46354089631712
Greg Landsman,FANG,2024-07-17,Purchase,"$15,001 - $50,000",-24.8601498056319
Greg Landsman,ISRG,2024-07-17,Sale,"$15,001 - $50,000",15.5455974473876
Jared Moskowitz,CMCSA,2024-07-17,Sale,"$1,001 - $15,000",-9.46045824094605
Greg Landsman,LHX,2024-07-17,Purchase,"$1,001 - $15,000",-12.7051416579224
Greg Landsman,ISRG,2024-07-17,Sale,"$1,001 - $15,000",15.5455974473876
John James,VEEV,2024-07-16,Sale,"$1,001 - $15,000",26.5067322077367
Michael C. Burgess,RY,2024-07-16,Sale,"$1,001 - $15,000",2.76822869549483
Michael C. Burgess,RY,2024-07-16,Purchase,"$1,001 - $15,000",2.76822869549483
Richard W. Allen,AZO,2024-07-16,Purchase,"$15,001 - $50,000",20.8020553841619
Josh Gottheimer,LZB,2024-07-16,Purchase,"$1,001 - $15,000",-8.93576676937662
Richard W. Allen,JNJ,2024-07-16,Sale,"$15,001 - $50,000",8.35706244619562
Kathy Castor,BRK.B,2024-07-15,Sale,"$15,001 - $50,000",20.1394963399475
Josh Gottheimer,HELE,2024-07-12,Sale,"$1,001 - $15,000",-17.5120961448416
Virginia Foxx,ASC,2024-07-11,Purchase,"$1,001 - $15,000",-49.7993981945838
Rudy Yakym Iii,"3.MONTH, MATURE",2024-07-11,Purchase,"$15,001 - $50,000",
Earl Blumenauer,BAX,2024-07-09,Purchase,"$15,001 - $50,000",-2.41105557189062
Jonathan Jackson,TECK,2024-07-09,Purchase,"$15,001 - $50,000",-14.1052195526098
Josh Gottheimer,ALIZY,2024-07-09,Sale,"$1,001 - $15,000",35.8443413066762
Josh Gottheimer,MAR,2024-07-09,Sale,"$1,001 - $15,000",-0.0126305153250257
Jonathan Jackson,CRM,2024-07-09,Sale,"$15,001 - $50,000",11.1674523630313
Virginia Foxx,ASC,2024-07-09,Purchase,"$1,001 - $15,000",-49.95
Jonathan Jackson,AES,2024-07-09,Purchase,"$15,001 - $50,000",-26.1877828054299
Earl Blumenauer,WBD,2024-07-09,Sale,"$1,001 - $15,000",46.3215258855586
Josh Gottheimer,ABNB,2024-07-09,Sale,"$1,001 - $15,000",-15.5132830436208
Josh Gottheimer,MCD,2024-07-09,Purchase,"$1,001 - $15,000",24.2535188349199
Earl Blumenauer,MDT,2024-07-09,Sale,"$1,001 - $15,000",17.4947970863684
Virginia Foxx,ASC,2024-07-08,Purchase,"$1,001 - $15,000",-50.9073075036783
Kevin Hern,CB,2024-07-08,Purchase,"$1,001 - $15,000",15.1942764536148
Josh Gottheimer,DBSDY,2024-07-08,Sale,"$1,001 - $15,000",23.133514986376
Laurel Mrs Lee,AAPL,2024-07-05,Sale,"$15,001 - $50,000",-3.56543253512415
Jared Moskowitz,SO,2024-07-05,Purchase,"$1,001 - $15,000",14.5053818554587
Jared Moskowitz,NOC,2024-07-05,Sale,"$1,001 - $15,000",12.8792583902652
Jared Moskowitz,SHW,2024-07-05,Purchase,"$1,001 - $15,000",13.0909705782888
Laurel Mrs Lee,AAPL,2024-07-05,Purchase,"$15,001 - $50,000",-3.56543253512415
Jared Moskowitz,WEC,2024-07-05,Sale,"$1,001 - $15,000",37.1997430956969
Jared Moskowitz,FDS,2024-07-05,Sale,"$1,001 - $15,000",2.23187926595971
Jared Moskowitz,AMZN,2024-07-05,Purchase,"$1,001 - $15,000",-1.895
Jared Moskowitz,AVGO,2024-07-05,Purchase,"$1,001 - $15,000",12.5220893436896
Josh Gottheimer,TSM,2024-07-05,Sale,"$1,001 - $15,000",-3.94586662318605
Jared Moskowitz,AMZN,2024-07-05,Purchase,"$1,001 - $15,000",-1.895
Jared Moskowitz,BRK.B,2024-07-05,Purchase,"$1,001 - $15,000",26.9328988009826
Jared Moskowitz,TD,2024-07-05,Sale,"$1,001 - $15,000",7.78562375520551
Jared Moskowitz,FDS,2024-07-05,Sale,"$1,001 - $15,000",2.23187926595971
Jared Moskowitz,TD,2024-07-05,Sale,"$1,001 - $15,000",7.78562375520551
Jared Moskowitz,ALL,2024-07-05,Sale,"$1,001 - $15,000",30.3225399229944
Jared Moskowitz,MDLZ,2024-07-05,Sale,"$1,001 - $15,000",-3.68766796058525
Jared Moskowitz,ROP,2024-07-05,Purchase,"$1,001 - $15,000",1.71003981797497
Jared Moskowitz,NVDA,2024-07-05,Purchase,"$1,001 - $15,000",-6.46109830723992
Jared Moskowitz,CB,2024-07-05,Purchase,"$1,001 - $15,000",15.413250960358
Jared Moskowitz,FDS,2024-07-05,Sale,"$1,001 - $15,000",2.23187926595971
Jared Moskowitz,AMZN,2024-07-05,Purchase,"$1,001 - $15,000",-1.895
Jonathan Jackson,COP,2024-07-05,Sale,"$15,001 - $50,000",-9.44469124833407
Jared Moskowitz,ALL,2024-07-05,Sale,"$1,001 - $15,000",30.3225399229944
Josh Gottheimer,SHEL,2024-07-05,Purchase,"$1,001 - $15,000",-3.05802047781569
John James,VOYA,2024-07-05,Sale,"$1,001 - $15,000",-2.93108378610237
Jared Moskowitz,MA,2024-07-05,Sale,"$1,001 - $15,000",19.1772898173486
Jared Moskowitz,LOW,2024-07-05,Sale,"$1,001 - $15,000",6.16204591144981
Jared Moskowitz,SHW,2024-07-05,Purchase,"$1,001 - $15,000",13.0909705782888
Jared Moskowitz,MA,2024-07-05,Sale,"$1,001 - $15,000",19.1772898173486
Jared Moskowitz,PNC,2024-07-05,Sale,"$1,001 - $15,000",10.9258194364577
Jared Moskowitz,JPM,2024-07-05,Purchase,"$1,001 - $15,000",17.9891596269349
Jared Moskowitz,PNC,2024-07-05,Sale,"$1,001 - $15,000",10.9258194364577
Jared Moskowitz,AVGO,2024-07-05,Purchase,"$1,001 - $15,000",12.5220893436896
Jared Moskowitz,WM,2024-07-05,Sale,"$1,001 - $15,000",6.93196405648266
Jared Moskowitz,ZTS,2024-07-05,Sale,"$1,001 - $15,000",-6.81870141746685
Jared Moskowitz,MA,2024-07-05,Sale,"$1,001 - $15,000",19.1772898173486
Jared Moskowitz,AMZN,2024-07-05,Purchase,"$1,001 - $15,000",-1.895
Jared Moskowitz,WM,2024-07-05,Purchase,"$1,001 - $15,000",6.93196405648266
Jared Moskowitz,CMCSA,2024-07-05,Sale,"$1,001 - $15,000",-2.93185419968304
Jared Moskowitz,ELV,2024-07-05,Purchase,"$1,001 - $15,000",-19.4452301484038
Jared Moskowitz,ORCL,2024-07-05,Purchase,"$1,001 - $15,000",5.10943865221292
Jared Moskowitz,LIN,2024-07-05,Purchase,"$1,001 - $15,000",5.18911227393738
Jared Moskowitz,SNA,2024-07-05,Sale,"$1,001 - $15,000",28.4393969062072
Jared Moskowitz,WEC,2024-07-05,Sale,"$1,001 - $15,000",37.1997430956969
Jared Moskowitz,MDLZ,2024-07-05,Sale,"$1,001 - $15,000",-3.68766796058525
Jared Moskowitz,JPM,2024-07-05,Purchase,"$1,001 - $15,000",17.9891596269349
Jared Moskowitz,SHW,2024-07-05,Purchase,"$1,001 - $15,000",13.0909705782888
Jared Moskowitz,SO,2024-07-05,Purchase,"$1,001 - $15,000",14.5053818554587
Jared Moskowitz,BRK.B,2024-07-05,Purchase,"$1,001 - $15,000",26.9328988009826
Jared Moskowitz,ATO,2024-07-05,Purchase,"$1,001 - $15,000",29.6719595184086
Jared Moskowitz,ZTS,2024-07-05,Sale,"$1,001 - $15,000",-6.81870141746685
Jared Moskowitz,ABT,2024-07-05,Purchase,"$1,001 - $15,000",21.4574120361469
Jared Moskowitz,SO,2024-07-05,Purchase,"$1,001 - $15,000",14.5053818554587
Jared Moskowitz,GWW,2024-07-05,Purchase,"$1,001 - $15,000",6.63415703249138
Jared Moskowitz,ALL,2024-07-05,Sale,"$1,001 - $15,000",30.3225399229944
Jared Moskowitz,NVDA,2024-07-05,Purchase,"$1,001 - $15,000",-6.46109830723992
Jared Moskowitz,LIN,2024-07-05,Purchase,"$1,001 - $15,000",5.18911227393738
Jared Moskowitz,ORCL,2024-07-05,Purchase,"$1,001 - $15,000",5.10943865221292
Jared Moskowitz,NOC,2024-07-05,Sale,"$1,001 - $15,000",12.8792583902652
Jared Moskowitz,CMCSA,2024-07-05,Sale,"$1,001 - $15,000",-2.93185419968304
Jared Moskowitz,AVGO,2024-07-05,Purchase,"$1,001 - $15,000",12.5220893436896
Jared Moskowitz,ZTS,2024-07-05,Sale,"$1,001 - $15,000",-6.81870141746685
John Boozman,IVV,2024-07-04,Sale (Partial),"$1,001 - $15,000",1.58132530120483
Sheldon Whitehouse,JNJ,2024-07-03,Sale (Full),"$15,001 - $50,000",12.3138170087171
Jonathan Jackson,ACI,2024-07-03,Sale,"$15,001 - $50,000",6.33802816901409
Sheldon Whitehouse,MCD,2024-07-03,Sale (Full),"$1,001 - $15,000",22.176
Sheldon Whitehouse,JNJ,2024-07-03,Sale (Full),"$15,001 - $50,000",12.3138170087171
Jonathan Jackson,CPNG,2024-07-03,Purchase,"$15,001 - $50,000",11.6212338593974
Kathy Manning,NKE,2024-07-02,Sale,"$1,001 - $15,000",-10.6522882693319
Kathy Manning,CRM,2024-07-02,Purchase,"$1,001 - $15,000",9.53589133065303
Kathy Manning,CRM,2024-07-02,Purchase,"$1,001 - $15,000",9.53589133065303
Kathy Manning,AON,2024-07-02,Sale,"$15,001 - $50,000",32.0668538755625
Kathy Manning,NVDA,2024-07-02,Sale,"$1,001 - $15,000",-4.05152033912122
Kathy Manning,MSCI,2024-07-02,Purchase,"$1,001 - $15,000",14.4764152863131
Rick Larsen,ODFL,2024-07-02,Purchase,"$1,001 - $15,000",-9.30449580062578
Kathy Manning,TJX,2024-07-02,Purchase,"$1,001 - $15,000",5.37205081669692
Kathy Manning,AMGN,2024-07-02,Purchase,"$1,001 - $15,000",1.69578788171318
Kathy Manning,GRMN,2024-07-02,Purchase,"$1,001 - $15,000",30.1566660474333
Kathy Manning,GRMN,2024-07-02,Purchase,"$50,001 - $100,000",30.1566660474333
Kathy Manning,APD,2024-07-02,Sale,"$1,001 - $15,000",16.195219123506
Kathy Manning,GOOG,2024-07-02,Sale,"$1,001 - $15,000",-10.9104549595413
Kathy Manning,MSFT,2024-07-02,Purchase,"$1,001 - $15,000",-14.8101376066887
Kathy Manning,MRK,2024-07-02,Purchase,"$1,001 - $15,000",-27.0983401190103
Kathy Manning,GOOGL,2024-07-02,Sale,"$1,001 - $15,000",-11.4716044050961
Kathy Manning,JNJ,2024-07-02,Purchase,"$1,001 - $15,000",12.0523180168458
Kathy Manning,NVDA,2024-07-02,Sale,"$15,001 - $50,000",-4.05152033912122
Kathy Manning,QCOM,2024-07-02,Purchase,"$1,001 - $15,000",-21.6526778577138
Kathy Manning,GOOGL,2024-07-02,Sale,"$1,001 - $15,000",-11.4716044050961
Kathy Manning,GOOGL,2024-07-02,Sale,"$1,001 - $15,000",-11.4716044050961
Kathy Manning,CME,2024-07-02,Sale,"$1,001 - $15,000",33.6259387050944
Rick Larsen,HIG,2024-07-02,Sale,"$1,001 - $15,000",19.2142357292812
Kathy Manning,MA,2024-07-02,Purchase,"$1,001 - $15,000",20.4745305296301
Kathy Manning,CB,2024-07-02,Sale,"$1,001 - $15,000",14.0313808349963
Kathy Manning,MA,2024-07-02,Purchase,"$1,001 - $15,000",20.4745305296301
Kathy Manning,COST,2024-07-02,Purchase,"$1,001 - $15,000",5.80664680692608
Kathy Manning,MICRD,2024-07-02,Purchase,"$1,001 - $15,000",-99.9818181818182
Kathy Manning,LRCX,2024-07-02,Purchase,"$1,001 - $15,000",-29.3078055964654
Kathy Manning,APD,2024-07-02,Sale,"$1,001 - $15,000",16.195219123506
Kathy Manning,PG,2024-07-02,Purchase,"$1,001 - $15,000",1.70225747406955
Kathy Manning,ABT,2024-07-02,Purchase,"$1,001 - $15,000",22.422480620155
